Your criteria 

Inventory Type:  All Human Remains and Institution: Any and State: Any


"State","Museum or Federal Agency","MNI","AFO","Geographic Origin","County"
"SOUTH CAROLINA","Charleston Museum","1","0","GEORGIA","Glynn"
"SOUTH CAROLINA","Charleston Museum","1","0","NEW MEXICO","ZUnknown"
"SOUTH CAROLINA","Charleston Museum","1","0","SOUTH CAROLINA","Kershaw"
"SOUTH CAROLINA","Charleston Museum","3","0","CALIFORNIA","Ventura"
"SOUTH CAROLINA","Charleston Museum","3","0","SOUTH CAROLINA","Richland"
"SOUTH CAROLINA","Charleston Museum","1","0","SOUTH CAROLINA","Florence"
"SOUTH CAROLINA","Charleston Museum","1","0","SOUTH CAROLINA","Orangeburg"
"SOUTH CAROLINA","Charleston Museum","1","0","SOUTH CAROLINA","Orangeburg"
"SOUTH CAROLINA","Charleston Museum","3","0","SOUTH CAROLINA","Beaufort"
"SOUTH CAROLINA","Charleston Museum","1","167","SOUTH CAROLINA","Beaufort"
"SOUTH CAROLINA","Charleston Museum","34","1","SOUTH CAROLINA","Beaufort"
"SOUTH CAROLINA","Charleston Museum","1","0","SOUTH CAROLINA","Clarendon"
"SOUTH CAROLINA","Charleston Museum","1","0","SOUTH CAROLINA","Charleston"
"SOUTH CAROLINA","Charleston Museum","1","0","SOUTH CAROLINA","Charleston"
"SOUTH CAROLINA","Charleston Museum","3","0","SOUTH CAROLINA","Charleston"
"SOUTH CAROLINA","Charleston Museum","1","0","SOUTH CAROLINA","Charleston"
"SOUTH CAROLINA","Charleston Museum","1","0","SOUTH CAROLINA","Charleston"
"SOUTH CAROLINA","Charleston Museum","1","0","SOUTH CAROLINA","Charleston"
"SOUTH CAROLINA","Charleston Museum","2","0","SOUTH CAROLINA","Charleston"
"SOUTH CAROLINA","Charleston Museum","1","0","SOUTH CAROLINA","Charleston"
"SOUTH CAROLINA","Charleston Museum","1","0","SOUTH CAROLINA","Charleston"
"SOUTH CAROLINA","South Carolina Dept. of Parks, Recreation, and Tourism","42","228","SOUTH CAROLINA","Charleston"
"SOUTH CAROLINA","Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology","11","0","SOUTH CAROLINA","Hampton"
"SOUTH CAROLINA","Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology","26","4","SOUTH CAROLINA","Hampton"
"SOUTH CAROLINA","Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology","23","206","SOUTH CAROLINA","Kershaw"
"SOUTH CAROLINA","Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology","38","207","SOUTH CAROLINA","Kershaw"
"SOUTH CAROLINA","Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology","1","0","SOUTH CAROLINA","Kershaw"
"SOUTH CAROLINA","Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology","1","1","SOUTH CAROLINA","Georgetown"
"SOUTH CAROLINA","Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology","10","0","SOUTH CAROLINA","Georgetown"
"SOUTH CAROLINA","Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology","5","1","SOUTH CAROLINA","Georgetown"
"SOUTH CAROLINA","Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology","15","1963","SOUTH CAROLINA","Pickens"
"SOUTH CAROLINA","Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology","2","0","SOUTH CAROLINA","Fairfield"
"SOUTH CAROLINA","Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology","1","0","SOUTH CAROLINA","Orangeburg"
"SOUTH CAROLINA","Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology","9","7317","SOUTH CAROLINA","Darlington"
"SOUTH CAROLINA","Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology","1","0","SOUTH CAROLINA",""
"SOUTH CAROLINA","Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology","3","0","ZUnknown",""
"SOUTH CAROLINA","Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology","1","0","SOUTH CAROLINA","Beaufort"
"SOUTH CAROLINA","Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology","16","1","SOUTH CAROLINA","Beaufort"
"SOUTH CAROLINA","Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology","9","0","SOUTH CAROLINA","Beaufort"
"SOUTH CAROLINA","Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology","1","0","SOUTH CAROLINA","Clarendon"
"SOUTH CAROLINA","Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology","2","0","SOUTH CAROLINA","Clarendon"
"SOUTH CAROLINA","Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology","4","0","SOUTH CAROLINA","Allendale"
"SOUTH CAROLINA","Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology","1","0","SOUTH CAROLINA","Charleston"
"SOUTH CAROLINA","Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology","1","1","SOUTH CAROLINA","Allendale"
"SOUTH CAROLINA","Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology","68","0","SOUTH CAROLINA","Horry"
"SOUTH CAROLINA","Univ. of South Carolina, South Carolina Institute of Archaeology and Anthropology","3","41","SOUTH CAROLINA","Chester"
"SOUTH DAKOTA","South Dakota State Historical Society, State Archaeological Research Center","4","64","SOUTH DAKOTA","Minnehaha"
"SOUTH DAKOTA","South Dakota State Historical Society, State Archaeological Research Center","4","24","SOUTH DAKOTA","Minnehaha"
"SOUTH DAKOTA","South Dakota State Historical Society, State Archaeological Research Center","6","0","SOUTH DAKOTA","Minnehaha"
"SOUTH DAKOTA","South Dakota State Historical Society, State Archaeological Research Center","1","1","SOUTH DAKOTA","Spink"
"SOUTH DAKOTA","South Dakota State Historical Society, State Archaeological Research Center","1","0","ZUnknown","ZUnknown"
"SOUTH DAKOTA","South Dakota State Historical Society, State Archaeological Research Center","4","0","ZUnknown","ZUnknown"
"SOUTH DAKOTA","South Dakota State Historical Society, State Archaeological Research Center","1","0","SOUTH DAKOTA","Hughes"
"SOUTH DAKOTA","South Dakota State Historical Society, State Archaeological Research Center","1","0","SOUTH DAKOTA","Hughes"
"SOUTH DAKOTA","South Dakota State Historical Society, State Archaeological Research Center","4","0","ZUnknown","ZUnknown"
"SOUTH DAKOTA","South Dakota State Historical Society, State Archaeological Research Center","1","0","ZUnknown","ZUnknown"
"SOUTH DAKOTA","South Dakota State Historical Society, State Archaeological Research Center","4","0","ZUnknown","ZUnknown"
"SOUTH DAKOTA","South Dakota State Historical Society, State Archaeological Research Center","1","0","NORTH DAKOTA","ZUnknown"
"SOUTH DAKOTA","South Dakota State Historical Society, State Archaeological Research Center","1","6","SOUTH DAKOTA","Hutchinson"
"SOUTH DAKOTA","South Dakota State Historical Society, State Archaeological Research Center","4","0","ZUnknown","ZUnknown"
"SOUTH DAKOTA","South Dakota State Historical Society, State Archaeological Research Center","6","3","SOUTH DAKOTA","Davison"
"SOUTH DAKOTA","South Dakota State Historical Society, State Archaeological Research Center","2","0","SOUTH DAKOTA","Corson"
"SOUTH DAKOTA","South Dakota State Historical Society, State Archaeological Research Center","1","0","SOUTH DAKOTA","Brookings"
"SOUTH DAKOTA","South Dakota State Historical Society, State Archaeological Research Center","3","47","SOUTH DAKOTA","Lake"
"SOUTH DAKOTA","South Dakota State Historical Society, State Archaeological Research Center","1","0","SOUTH DAKOTA","Walworth"
"SOUTH DAKOTA","South Dakota State Historical Society, State Archaeological Research Center","1","24","SOUTH DAKOTA","Lincoln"
"SOUTH DAKOTA","South Dakota State Historical Society, State Archaeological Research Center","12","2","SOUTH DAKOTA","Lincoln"
"TENNESSEE","Memphis Pink Palace Museum","35","0","ZUnknown",""
"TENNESSEE","Vanderbilt Univ.","86","0","TENNESSEE","Davidson"
"TENNESSEE","Univ. of Tennessee at Chattanooga","1","2","TENNESSEE","Hamilton"
"TENNESSEE","Univ. of Tennessee at Chattanooga","1","0","TENNESSEE","Hamilton"
"TENNESSEE","Univ. of Tennessee at Chattanooga","8","35","TENNESSEE","Jackson"
"TENNESSEE","U.S. Dept. of Interior, NPS, Big South Fork NRRA","1","0","ZUnknown","ZUnknown"
"TENNESSEE","U.S. Dept. of Interior, NPS, Big South Fork NRRA","1","0","TENNESSEE","Morgan"
"TENNESSEE","U.S. Dept. of Interior, NPS, Big South Fork NRRA","1","0","TENNESSEE","Fentress"
"TENNESSEE","U.S. Dept. of Interior, NPS, Big South Fork NRRA","1","0","TENNESSEE","Scott"
"TENNESSEE","U.S. Dept. of Interior, NPS, Big South Fork NRRA","1","0","TENNESSEE","Scott"
"TENNESSEE","U.S. Dept. of Interior, NPS, Big South Fork NRRA","1","0","TENNESSEE","Scott"
"TENNESSEE","U.S. Dept. of Interior, NPS, Big South Fork NRRA","16","0","TENNESSEE","Scott"
"TENNESSEE","U.S. Dept. of Interior, NPS, Big South Fork NRRA","1","0","TENNESSEE","Scott"
"TENNESSEE","U.S. Dept. of Interior, NPS, Big South Fork NRRA","1","0","KENTUCKY","McCreary"
"TENNESSEE","U.S. Dept. of Interior, NPS, Big South Fork NRRA","1","0","KENTUCKY","McCreary"
"TENNESSEE","U.S. Dept. of Defense, Army COE, Nashville District","1","0","TENNESSEE","Cheatham"
"TENNESSEE","U.S. Dept. of Defense, Army COE, Nashville District","1","0","TENNESSEE","Cheatham"
"TENNESSEE","U.S. Dept. of Defense, Army COE, Nashville District","1","0","TENNESSEE","Cheatham"
"TENNESSEE","U.S. Dept. of Defense, Army COE, Nashville District","2","0","TENNESSEE","Jackson"
"TENNESSEE","U.S. Dept. of Defense, Army COE, Nashville District","65","12","TENNESSEE","Smith"
"TENNESSEE","U.S. Dept. of Defense, Army COE, Nashville District","2","0","TENNESSEE","Smith"
"TENNESSEE","U.S. Dept. of Defense, Army COE, Nashville District","11","0","TENNESSEE","Sumner"
"TENNESSEE","U.S. Dept. of Defense, Army COE, Nashville District","20","0","TENNESSEE","Jackson"
"TENNESSEE","U.S. Dept. of Defense, Army COE, Nashville District","1","0","TENNESSEE","Jackson"
"TENNESSEE","U.S. Dept. of Defense, Army COE, Nashville District","35","330","KENTUCKY","Russell"
"TENNESSEE","U.S. Dept. of Defense, Army COE, Nashville District","1","0","KENTUCKY","Russell"
"TENNESSEE","U.S. Dept. of Defense, Army COE, Nashville District","2","2","KENTUCKY","Russell"
"TENNESSEE","U.S. Dept. of Defense, Army COE, Nashville District","1","0","KENTUCKY","Russell"
"TENNESSEE","U.S. Dept. of Defense, Army COE, Nashville District","1","0","KENTUCKY","Russell"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","1","0","TENNESSEE","Roane"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","23","0","TENNESSEE","Roane"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","1","0","MISSOURI","Phelps"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","2","50","TENNESSEE","Loudon"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","2","0","TENNESSEE","Loudon"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","1","0","NEBRASKA","Richardson"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","3","0","MONTANA","Teton"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","1","0","KANSAS","Osage"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","2","152","TENNESSEE","Knox"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","1","0","KANSAS","Montgomery"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","20","0","TENNESSEE","White"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","5","15","TENNESSEE","Montgomery"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","1","54","TENNESSEE","Davidson"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","14","31","TENNESSEE","Sullivan"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","11","0","TENNESSEE","Sumner"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","1","0","KANSAS","Lyon"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","1","0","TENNESSEE","Sumner"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","2","0","GEORGIA","Early"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","7","52","TENNESSEE","Davidson"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","5","10","TENNESSEE","Davidson"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","2","0","KANSAS","Jefferson"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","1","5","KANSAS","Riley"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","4","100","VIRGINIA","Smyth"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","4","0","TENNESSEE","Rhea"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","1","0","TENNESSEE","Rhea"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","2","32","TENNESSEE","Davidson"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","728","0","TENNESSEE","Davidson"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","1","0","TENNESSEE","Davidson"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","1","2","TENNESSEE","Robertson"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","9","146","TENNESSEE","Robertson"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","3","0","TENNESSEE","Robertson"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","34","80","TENNESSEE","Davidson"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","4","18","TENNESSEE","Davidson"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","1","5","TENNESSEE","Davidson"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","1","1","TENNESSEE","Davidson"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","1","0","MISSOURI","Platte"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","43","0","MISSOURI","Platte"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","3","0","MISSOURI","Platte"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","4","0","GEORGIA","Bartow"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","60","0","KANSAS","Clay"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","8","0","KANSAS","Clay"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","2","0","KANSAS","Clay"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","1","0","CALIFORNIA","El Dorado"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","1","0","CALIFORNIA","Tulare"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","11","0","MISSOURI","Benton"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","1","0","MISSOURI","Benton"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","2","0","NEW MEXICO","ZUnknown"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","1","0","SOUTH DAKOTA","Hughes"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","6","0","TENNESSEE","Jefferson"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","1","0","TENNESSEE","Jefferson"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","6","1","TENNESSEE","Marshall"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","11","2","MISSOURI","Buchanan"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","9","0","KANSAS","Geary"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","1","0","KANSAS","Geary"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","36","0","KANSAS","Geary"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","5","0","KANSAS","Geary"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","8","0","KANSAS","Phillips"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","4","5","KANSAS","Meade"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","16","808","TENNESSEE","Davidson"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","2","0","SOUTH DAKOTA","Corson"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","5","7","TENNESSEE","Davidson"
"TENNESSEE","Univ. of Tennessee, Knoxville, Dept. of Anthropology","5","0","IOWA","Louisa"
"TENNESSEE","U.S. Dept. of Interior, FWS, Tennessee National Wildlife Refuge","13","11","TENNESSEE","Humphreys"
"TENNESSEE","Univ. of Memphis, C.H. Nash Museum at Chucalissa","1","0","ZUnknown","ZUnknown"
"TENNESSEE","Univ. of Memphis, C.H. Nash Museum at Chucalissa","2","0","ZUnknown","ZUnknown"
"TENNESSEE","Univ. of Memphis, C.H. Nash Museum at Chucalissa","1","0","ARKANSAS","ZUnknown"
"TENNESSEE","Univ. of Memphis, C.H. Nash Museum at Chucalissa","2","0","ARKANSAS","St. Francis"
"TENNESSEE","Univ. of Memphis, C.H. Nash Museum at Chucalissa","1","0","KENTUCKY","Crittenden"
"TENNESSEE","Univ. of Memphis, C.H. Nash Museum at Chucalissa","1","0","KENTUCKY","Crittenden"
"TENNESSEE","Univ. of Memphis, C.H. Nash Museum at Chucalissa","1","0","KENTUCKY","Crittenden"
"TENNESSEE","Univ. of Memphis, C.H. Nash Museum at Chucalissa","4","1","TENNESSEE","Davidson"
"TENNESSEE","Univ. of Memphis, C.H. Nash Museum at Chucalissa","1","0","OKLAHOMA","Washita"
"TENNESSEE","Univ. of Memphis, C.H. Nash Museum at Chucalissa","1","0","MISSISSIPPI","De Soto"
"TENNESSEE","Univ. of Memphis, C.H. Nash Museum at Chucalissa","1","0","TENNESSEE","Davidson"
"TENNESSEE","Univ. of Memphis, C.H. Nash Museum at Chucalissa","1","0","TENNESSEE","Sumner"
"TENNESSEE","Univ. of Memphis, C.H. Nash Museum at Chucalissa","1","0","ZUnknown","ZUnknown"
"TENNESSEE","Univ. of Memphis, C.H. Nash Museum at Chucalissa","1","0","ZUnknown","ZUnknown"
"TENNESSEE","Univ. of Memphis, C.H. Nash Museum at Chucalissa","7","0","ZUnknown","ZUnknown"
"TENNESSEE","Univ. of Memphis, C.H. Nash Museum at Chucalissa","13","0","ZUnknown","ZUnknown"
"TENNESSEE","Univ. of Memphis, C.H. Nash Museum at Chucalissa","4","0","ZUnknown","ZUnknown"
"TENNESSEE","Univ. of Memphis, C.H. Nash Museum at Chucalissa","37","0","ZUnknown","ZUnknown"
"TENNESSEE","Univ. of Memphis, C.H. Nash Museum at Chucalissa","2","0","ZUnknown","ZUnknown"
"TENNESSEE","Univ. of Memphis, C.H. Nash Museum at Chucalissa","2","0","ZUnknown","ZUnknown"
"TENNESSEE","Univ. of Memphis, C.H. Nash Museum at Chucalissa","1","0","ZUnknown","ZUnknown"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","8","1","TENNESSEE",""
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","224","167","TENNESSEE","Henry"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","1","0","TENNESSEE","Henry"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","3","0","TENNESSEE","Henry"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","5","101","TENNESSEE","Blount"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","51","486","TENNESSEE","Blount"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","10","89","TENNESSEE","Blount"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","9","0","ZUnknown",""
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","2","0","ZUnknown",""
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","25","5","TENNESSEE","Loudon"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","6","4","TENNESSEE","Loudon"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","13","19","TENNESSEE","Cocke"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","29","100","TENNESSEE","Cocke"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","39","0","TENNESSEE","Cocke"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","13","35","TENNESSEE","Humphreys"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","21","56","TENNESSEE","Humphreys"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","2","0","TENNESSEE","Humphreys"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","5","1","TENNESSEE","Humphreys"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","29","5","TENNESSEE","Humphreys"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","44","2253","TENNESSEE","Roane"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","30","57","TENNESSEE","Roane"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","5","0","TENNESSEE","Roane"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","1","1","WISCONSIN","Jefferson"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","2","0","TENNESSEE","Marion"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","4","0","TENNESSEE","Marion"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","1","0","TENNESSEE","Macon"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","3","150","TENNESSEE","Hamilton"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","1","0","TENNESSEE","Hamilton"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","2","39","TENNESSEE","Hamilton"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","1","0","TENNESSEE","Hamilton"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","4","0","TENNESSEE","Hamilton"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","2","6","TENNESSEE","Hamilton"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","5","0","TENNESSEE","Perry"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","7","68","TENNESSEE","Montgomery"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","28","122","TENNESSEE","Montgomery"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","39","112","TENNESSEE","Montgomery"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","1","0","TENNESSEE","Cheatham"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","1","0","TENNESSEE","Cheatham"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","1","0","TENNESSEE","Cheatham"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","3","0","TENNESSEE","Cheatham"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","13","34","TENNESSEE","Cheatham"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","13","7","TENNESSEE","Cheatham"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","1","0","TENNESSEE","Cheatham"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","67","1670","TENNESSEE","Greene"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","73","7","TENNESSEE","Stewart"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","6","12","TENNESSEE","Stewart"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","298","98","TENNESSEE","Stewart"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","20","15","TENNESSEE","Stewart"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","5","5","TENNESSEE","Stewart"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","28","4","TENNESSEE","Stewart"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","30","524","TENNESSEE","Greene"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","1","0","TENNESSEE","Knox"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","1","0","TENNESSEE","Knox"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","1","0","TENNESSEE","Knox"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","18","4233","TENNESSEE","Knox"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","1","0","TENNESSEE","Knox"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","18","86","TENNESSEE","Monroe"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","596","26783","TENNESSEE","Monroe"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","1","18","TENNESSEE","Monroe"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","2","0","TENNESSEE","Monroe"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","1","0","TENNESSEE","Monroe"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","86","6805","TENNESSEE","Monroe"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","11","10","TENNESSEE","Monroe"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","1","0","TENNESSEE","Monroe"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","25","9","TENNESSEE","Monroe"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","197","8603","TENNESSEE","Monroe"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","4","62","TENNESSEE","Monroe"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","4","0","TENNESSEE","Monroe"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","4","0","TENNESSEE","Hamblen"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","1","0","TENNESSEE","Shelby"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","44","0","TENNESSEE","Shelby"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","54","1","TENNESSEE","Shelby"
"TENNESSEE","Univ. of Tennessee, Knoxville, Frank H. McClung Museum","2","0","TENNESSEE","McMinn"
